mensaje_id,codif_macro_1,codif_macro_2,codif_micro_1,codif_micro_2
TW_3393,C. Politics,C. Politics,6f. Referencia positiva (otros),6f. Referencia positiva (otros)
TW_7336,C. Politics,D. Otros,5b. Ataque (global),10. Aparición en medios
TW_15651,B. Campaña,C. Politics,3. Movilización de recursos,5b. Ataque (global)
TW_13309,B. Campaña,B. Campaña,2. Eventos de campaña,6f. Referencia positiva (otros)
TW_16977,B. Campaña,D. Otros,4. Endorsements,4. Endorsements
TW_4276,D. Otros,B. Campaña,8. Interacción con usuarios,2. Eventos de campaña
TW_26470,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_22919,D. Otros,D. Otros,8. Interacción con usuarios,N/A (imposible de determinar)
TW_16055,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios
TW_22641,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_16852,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_13003,A. Programático,D. Otros,1a. Programática - Postura,7a. Personal (trivial)
FB_629,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
FB_9101,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_24291,C. Politics,D. Otros,5b. Ataque (global),8. Interacción con usuarios | 5c. Ataque (otros)
FB_9049,NA,B. Campaña,,2. Eventos de campaña
TW_13841,C. Politics,C. Politics,10. Aparición en medios,6a. Referencia positiva (cand. presidencial)
TW_23286,C. Politics,C. Politics,5a. Ataque (personal) | 6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_10794,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_5996,B. Campaña,B. Campaña,6b. Referencia positiva (partido),4. Endorsements
FB_8943,B. Campaña,B. Campaña,3. Movilización de recursos,2. Eventos de campaña
FB_4703,D. Otros,D. Otros,7a. Personal (trivial),N/A (imposible de determinar)
TW_808,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_8285,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura | 3. Movilización de recursos
TW_17517,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_1017,C. Politics,A. Programático,6a. Referencia positiva (cand. presidencial),1b. Programática - Propuesta
TW_5880,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_3136,A. Programático,C. Politics,1b. Programática - Propuesta,6a. Referencia positiva (cand. presidencial)
TW_6654,C. Politics,C. Politics,6f. Referencia positiva (otros),6f. Referencia positiva (otros)
TW_21645,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_6564,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_14543,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 8. Interacción con usuarios,5b. Ataque (global)
TW_12109,D. Otros,D. Otros,7a. Personal (trivial),9. Utilidad pública
TW_8057,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios | 3. Movilización de recursos
FB_4585,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial) | 3. Movilización de recursos,3. Movilización de recursos
FB_1701,A. Programático,D. Otros,1a. Programática - Postura,7a. Personal (trivial)
TW_11369,D. Otros,D. Otros,7a. Personal (trivial),8. Interacción con usuarios
FB_6348,NA,C. Politics,,6a. Referencia positiva (cand. presidencial)
FB_1635,C. Politics,C. Politics,6d. Referencia positiva (gobierno),6d. Referencia positiva (gobierno) | 1a. Programática - Postura
TW_2333,C. Politics,A. Programático,7b. Personal (aptitudes) | 1a. Programática - Postura,1a. Programática - Postura
FB_4882,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_8916,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_22422,D. Otros,A. Programático,8. Interacción con usuarios | 1a. Programática - Postura,1a. Programática - Postura
TW_7635,B. Campaña,D. Otros,2. Eventos de campaña,7a. Personal (trivial)
TW_11514,D. Otros,C. Politics,8. Interacción con usuarios,5a. Ataque (personal)
TW_16794,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_5931,D. Otros,C. Politics,7a. Personal (trivial),6f. Referencia positiva (otros)
FB_7118,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
FB_6926,B. Campaña,A. Programático,2. Eventos de campaña | 1a. Programática - Postura,1a. Programática - Postura
TW_5450,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_27264,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_3949,B. Campaña,C. Politics,2. Eventos de campaña,4. Endorsements
TW_3684,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta
TW_20664,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_25377,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_23660,D. Otros,B. Campaña,6c. Referencia positiva (coalición) | 9. Utilidad pública,3. Movilización de recursos
FB_6203,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_22249,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_9595,D. Otros,B. Campaña,7a. Personal (trivial),2. Eventos de campaña
FB_1198,B. Campaña,C. Politics,2. Eventos de campaña,6a. Referencia positiva (cand. presidencial)
TW_22539,D. Otros,NA,8. Interacción con usuarios,N/A (imposible de determinar)
TW_3368,B. Campaña,C. Politics,4. Endorsements,4. Endorsements
TW_17990,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_3095,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_22420,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_23347,C. Politics,A. Programático,6a. Referencia positiva (cand. presidencial),1a. Programática - Postura
FB_5080,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_1739,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_3715,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_25041,A. Programático,C. Politics,1a. Programática - Postura,5b. Ataque (global)
FB_664,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_9708,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_966,C. Politics,D. Otros,6a. Referencia positiva (cand. presidencial),6f. Referencia positiva (otros)
TW_13549,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_1207,A. Programático,C. Politics,1a. Programática - Postura,5b. Ataque (global)
TW_16020,C. Politics,D. Otros,6c. Referencia positiva (coalición),8. Interacción con usuarios
FB_2779,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial)
TW_557,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 5b. Ataque (global),5a. Ataque (personal)
TW_1811,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_20463,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
FB_4296,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_3883,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_14271,C. Politics,C. Politics,6f. Referencia positiva (otros),6d. Referencia positiva (gobierno)
TW_16075,C. Politics,C. Politics,5a. Ataque (personal),5b. Ataque (global)
TW_18921,NA,C. Politics,,5a. Ataque (personal)
TW_12882,B. Campaña,B. Campaña,4. Endorsements,4. Endorsements
TW_16620,NA,D. Otros,,8. Interacción con usuarios
FB_835,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios
TW_2264,D. Otros,B. Campaña,N/A (imposible de determinar),3. Movilización de recursos
FB_1320,C. Politics,A. Programático,6b. Referencia positiva (partido),1b. Programática - Propuesta
FB_6900,A. Programático,C. Politics,1a. Programática - Postura,4. Endorsements
TW_26144,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_13696,C. Politics,D. Otros,6f. Referencia positiva (otros),N/A (imposible de determinar)
FB_4459,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_6575,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_6387,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 6c. Referencia positiva (coalición),6c. Referencia positiva (coalición)
FB_7521,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_6481,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_11916,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_20201,B. Campaña,C. Politics,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_6536,B. Campaña,D. Otros,3. Movilización de recursos,6c. Referencia positiva (coalición)
FB_9183,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_21207,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial)
FB_1776,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_12488,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_8540,NA,B. Campaña,,2. Eventos de campaña
FB_6088,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_8061,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_3384,B. Campaña,B. Campaña,2. Eventos de campaña,3. Movilización de recursos
TW_12408,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_3356,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_13330,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal)
TW_6767,D. Otros,D. Otros,4. Endorsements | 8. Interacción con usuarios,8. Interacción con usuarios
TW_26120,C. Politics,C. Politics,5c. Ataque (otros),5c. Ataque (otros)
TW_20490,A. Programático,B. Campaña,1a. Programática - Postura,10. Aparición en medios
TW_869,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
FB_8281,A. Programático,A. Programático,1a. Programática - Postura | 9. Utilidad pública,1a. Programática - Postura
TW_8731,B. Campaña,B. Campaña,10. Aparición en medios,2. Eventos de campaña | 10. Aparición en medios
TW_8728,D. Otros,D. Otros,8. Interacción con usuarios | 9. Utilidad pública,8. Interacción con usuarios
TW_14183,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_22813,A. Programático,B. Campaña,1a. Programática - Postura,10. Aparición en medios
TW_21221,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_2497,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),3. Movilización de recursos | 6a. Referencia positiva (cand. presidencial)
TW_5099,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios
TW_16678,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_26743,D. Otros,B. Campaña,9. Utilidad pública,2. Eventos de campaña
TW_12593,A. Programático,D. Otros,1a. Programática - Postura,9. Utilidad pública
FB_6055,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_8531,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_7307,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_5767,C. Politics,C. Politics,5a. Ataque (personal),5b. Ataque (global)
TW_18853,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_6975,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_23246,C. Politics,C. Politics,5b. Ataque (global),5a. Ataque (personal)
TW_3646,B. Campaña,B. Campaña,10. Aparición en medios | 6a. Referencia positiva (cand. presidencial),3. Movilización de recursos
TW_4708,C. Politics,D. Otros,5a. Ataque (personal) | 6d. Referencia positiva (gobierno),8. Interacción con usuarios
TW_23824,A. Programático,C. Politics,1b. Programática - Propuesta | 6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_5409,C. Politics,C. Politics,5a. Ataque (personal),5b. Ataque (global)
TW_14390,C. Politics,C. Politics,6f. Referencia positiva (otros),6d. Referencia positiva (gobierno)
TW_21274,D. Otros,D. Otros,9. Utilidad pública,8. Interacción con usuarios | 9. Utilidad pública
TW_21683,C. Politics,C. Politics,6f. Referencia positiva (otros),6e. Referencia positiva (comp. lista)
TW_4905,C. Politics,A. Programático,6a. Referencia positiva (cand. presidencial),1b. Programática - Propuesta | 6a. Referencia positiva (cand. presidencial)
TW_24289,D. Otros,C. Politics,8. Interacción con usuarios | 5b. Ataque (global),5c. Ataque (otros)
TW_23747,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_26787,D. Otros,D. Otros,8. Interacción con usuarios,7a. Personal (trivial)
TW_26020,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
TW_16137,C. Politics,A. Programático,5a. Ataque (personal),1a. Programática - Postura | 6f. Referencia positiva (otros)
TW_12099,D. Otros,C. Politics,8. Interacción con usuarios,5b. Ataque (global)
FB_8732,B. Campaña,D. Otros,3. Movilización de recursos,7b. Personal (aptitudes)
TW_19640,C. Politics,C. Politics,6f. Referencia positiva (otros),6f. Referencia positiva (otros)
FB_1372,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 1a. Programática - Postura
TW_24604,D. Otros,D. Otros,8. Interacción con usuarios,N/A (imposible de determinar)
TW_6695,B. Campaña,B. Campaña,10. Aparición en medios,10. Aparición en medios
TW_7817,D. Otros,D. Otros,8. Interacción con usuarios,6e. Referencia positiva (comp. lista)
TW_5075,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_26792,C. Politics,C. Politics,5b. Ataque (global),5a. Ataque (personal)
FB_7151,C. Politics,A. Programático,9. Utilidad pública | 1b. Programática - Propuesta,1a. Programática - Postura
FB_5232,B. Campaña,C. Politics,2. Eventos de campaña,5c. Ataque (otros)
TW_21057,C. Politics,C. Politics,6d. Referencia positiva (gobierno),6d. Referencia positiva (gobierno)
TW_4426,C. Politics,A. Programático,6b. Referencia positiva (partido),1b. Programática - Propuesta
TW_24202,B. Campaña,B. Campaña,10. Aparición en medios,10. Aparición en medios
TW_2345,B. Campaña,B. Campaña,3. Movilización de recursos,2. Eventos de campaña
FB_6066,D. Otros,B. Campaña,7a. Personal (trivial),3. Movilización de recursos
TW_8028,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_4511,D. Otros,B. Campaña,N/A (imposible de determinar),2. Eventos de campaña
TW_11786,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
TW_15479,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_9405,A. Programático,B. Campaña,1a. Programática - Postura | 6f. Referencia positiva (otros),2. Eventos de campaña
TW_21254,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios
TW_13268,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_13963,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_5601,D. Otros,C. Politics,8. Interacción con usuarios,5c. Ataque (otros)
TW_7127,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
FB_5686,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_25161,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_25795,D. Otros,D. Otros,9. Utilidad pública,N/A (imposible de determinar)
TW_13907,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_22209,C. Politics,D. Otros,6a. Referencia positiva (cand. presidencial),8. Interacción con usuarios
TW_26827,D. Otros,D. Otros,7a. Personal (trivial),9. Utilidad pública
FB_6978,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_20244,C. Politics,A. Programático,6d. Referencia positiva (gobierno),1a. Programática - Postura
